system:index,NDVI,aspect,b1,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b2,b3,b4,b5,b6,b7,b8,b9,CHM,eastness,elevation,GHMI,landcover,month,NARI,NCRI,northness,random,slope,snow_cover,snow_depth,species,SWE,year,.geo
150_0_0,0.719183803,238,3.1340027,11.815338,-6.0785522,1879.1907,284.8387,52.252193,52.252193,677.84357,272.35352,610.5792,363.82718,3.1340027,3.1340027,3.1340027,18.2258,-1.1505432,-1.1505432,9.488586,-2.015503,3,-0.848048096,1598,0.10476639,312,7,0.28375193,0.4249885,-0.529919264,0.148238064,7,53.81418427,0.492399077,Lagopus muta,0.153272297,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.929166666666662,47.20416666666666]}"
151_0_0,0.546549705,145,-3.7563477,5.318634,-13.162262,1612.8544,227.65337,49.126213,49.126213,605.03,219.5582,620.8924,257.71228,-3.7563477,-3.7563477,-3.7563477,11.955841,-7.73172,-7.73172,6.451355,-11.839874,0,0.573576436,2534,0.017448278,333,7,0.12675601,0.070174634,-0.819152044,0.065441105,14,63.88338494,0.720280026,Lagopus muta,0.208179417,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.720833333333331,47.04583333333333]}"
153_0_0,0.508227893,281,-1.3528748,7.684601,-10.74408,1536.824,219.52336,46.267197,46.267197,567.95557,209.94781,566.6286,246.8784,-1.3528748,-1.3528748,-1.3528748,14.323975,-5.3340454,-5.3340454,8.10022,-9.427063,0,-0.981627183,2226,0.029148467,333,7,0.18490566,0.14513877,0.190808995,0.792946748,5,62.38401161,0.657130097,Lagopus muta,0.19575823,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.029166666666665,47.07916666666666]}"
164_0_0,0.46078836,347,-0.32974243,8.518341,-9.646027,1655.7346,246.10696,47.095856,47.095856,640.4511,214.99072,624.4893,250.01776,-0.32974243,-0.32974243,-0.32974243,15.350372,-4.673523,-4.673523,9.2547,-8.784424,0,-0.224951054,1873,0.01499592,333,8,0.05320294,0.17902534,0.974370065,0.805368108,19,49.66735255,0.295853294,Lagopus muta,0.083296927,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.6375,47.379166666666656]}"
165_0_0,0.458897317,329,-1.471344,7.617035,-11.213776,1739.1599,270.10303,45.24187,45.24187,674.8553,226.7,627.6395,273.7414,-1.471344,-1.471344,-1.471344,14.276611,-6.2371826,-6.2371826,7.1059875,-8.647522,0,-0.515038075,2207,0.048615836,321,8,0.18936096,0.2528748,0.857167301,0.181525082,24,52.35090033,0.380479916,Lagopus muta,0.111760111,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.054166666666664,47.254166666666656]}"
166_0_0,0.630205161,266,1.7631836,10.639557,-7.485138,1558.3396,225.11284,47.758842,47.758842,563.8053,229.03738,533.5859,271.59897,1.7631836,1.7631836,1.7631836,17.306732,-2.2986755,-2.2986755,9.651764,-5.087738,2,-0.99756405,1749,0.15130585,324,8,0.32255167,0.33333334,-0.069756474,0.153034926,9,55.80688042,0.477958933,Lagopus muta,0.142701015,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.154166666666665,47.24583333333332]}"
167_0_0,0.32157211,100,-0.17062378,8.878479,-9.950928,1765.6989,276.19003,45.775394,45.775394,685.0819,229.84636,636.9057,280.55444,-0.17062378,-0.17062378,-0.17062378,15.422058,-4.92572,-4.92572,8.248291,-7.298401,0,0.984807753,2162,0.078056686,322,8,0.116604865,0.225298,-0.173648178,0.426814503,25,52.35090033,0.380479916,Lagopus muta,0.111760111,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.087499999999997,47.345833333333324]}"
168_0_0,0.582418796,270,-0.1867981,8.735352,-9.629211,1848.5284,281.5736,48.978413,48.978413,689.30426,258.1074,632.3635,341.33896,-0.1867981,-0.1867981,-0.1867981,15.363007,-4.7153625,-4.7153625,7.615906,-5.9141846,0,-1,2095,0.020510646,321,8,0.08815773,0.060774982,-1.84E-16,0.566984726,14,62.08279217,0.778590838,Lagopus muta,0.246178717,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.354166666666663,47.18749999999999]}"
169_0_0,0.277413831,97,0.22149658,9.11377,-9.207336,2003.9542,307.55215,52.701347,52.701347,740.61346,278.14072,673.1276,372.21585,0.22149658,0.22149658,0.22149658,15.583557,-4.252136,-4.252136,7.5773926,-5.4828796,0,0.992546152,2114,0.013832858,332,8,0.11402623,0.12485136,-0.121869343,0.516257309,17,54.45533084,0.510186498,Lagopus muta,0.155762369,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.137499999999996,47.28749999999999]}"
170_0_0,0.747969088,24,0.91192627,9.8437805,-8.514221,1539.2778,231.75403,42.88772,42.88772,558.57025,225.75638,512.0049,297.99612,0.91192627,0.91192627,0.91192627,16.547546,-3.5898438,-3.5898438,8.511414,-4.4665833,0,0.406736643,2037,0.12593186,322,8,0.19663708,0.3680634,0.913545458,0.326973192,16,62.8584266,0.774972591,Lagopus muta,0.242741106,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.479166666666663,47.05416666666666]}"
171_0_0,0.588711411,53,2.3063354,11.213928,-7.1384277,1920.294,288.47195,53.26121,53.26121,716.41785,263.65616,668.9705,329.53586,2.3063354,2.3063354,2.3063354,17.861176,-2.098297,-2.098297,10.292114,-5.728546,2,0.79863551,1567,0.03482934,333,8,0.14256409,0.27351356,0.601815023,0.480931083,24,31.60666329,0.105234406,Lagopus muta,0.025407854,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.329166666666666,47.779166666666654]}"
172_0_0,0.527690692,175,-0.71240234,8.586761,-10.643738,1423.151,215.2111,36.86997,36.86997,532.847,171.34267,510.1769,208.80441,-0.71240234,-0.71240234,-0.71240234,15.341492,-5.0181885,-5.0181885,7.516144,-8.814392,0,0.087155743,2248,0.011141408,333,8,0.25107053,0.26054984,-0.996194698,0.801449378,19,56.64182589,0.433320943,Lagopus muta,0.122033257,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.504166666666665,46.79583333333333]}"
173_0_0,0.548481801,7,0.636261,9.501923,-8.755157,1914.2717,291.69687,51.231693,51.231693,704.0945,269.7754,640.00684,360.39993,0.636261,0.636261,0.636261,16.046265,-3.8110962,-3.8110962,8.017822,-4.9123535,0,0.121869343,1958,0.024545293,333,8,0.10228376,0.16308407,0.992546152,0.588451142,12,60.65120621,0.751359584,Lagopus muta,0.237500148,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.170833333333329,47.20416666666666]}"
174_0_0,0.491509652,66,-2.515686,6.452057,-11.772614,1593.62,227.04742,48.047497,48.047497,591.97876,222.36475,589.2455,263.41107,-2.515686,-2.515686,-2.515686,12.99176,-6.446228,-6.446228,6.7244263,-10.095612,0,0.913545458,2663,0.019920692,332,8,0.035075914,0.009673529,0.406736643,0.80974526,17,66.08165329,0.796703389,Lagopus muta,0.232593241,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.470833333333331,47.10416666666666]}"
175_0_0,0.485193881,89,-1.6094971,7.4399414,-11.076019,1660.3114,262.2144,45.439274,45.439274,656.38367,217.66493,614.7459,256.93958,-1.6094971,-1.6094971,-1.6094971,14.144287,-5.9409485,-5.9409485,7.026245,-8.895905,0,0.999847695,2335,0.03835442,333,8,0.11946745,0.14538752,0.017452406,0.571439299,10,67.50681768,0.792753499,Lagopus muta,0.235739888,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.19583333333333,47.05416666666666]}"
176_0_0,0.272522715,231,-2.8102417,6.397278,-12.509247,1412.7322,205.81548,40.767033,40.767033,527.1737,182.70886,527.0607,217.82536,-2.8102417,-2.8102417,-2.8102417,13.243042,-7.0207214,-7.0207214,6.535858,-10.693848,0,-0.777145961,2614,0.008415772,333,8,0.09027208,0.045987383,-0.629320391,0.983224343,11,61.5295438,0.585139506,Lagopus muta,0.163821867,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.337499999999997,46.879166666666656]}"
177_0_0,0.424585622,254,-3.2289734,5.816223,-12.567688,1564.5096,220.7976,47.8928,47.8928,580.21454,217.06485,586.13043,256.45618,-3.2289734,-3.2289734,-3.2289734,12.362274,-7.1232605,-7.1232605,6.389923,-10.920593,0,-0.961261696,2630,0.044104777,333,8,0.043073814,0.001235033,-0.275637356,0.789892409,18,63.02411738,0.673203524,Lagopus muta,0.195814427,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.579166666666664,47.04583333333333]}"
178_0_0,0.490455482,52,-1.2935181,7.7658386,-10.738434,1594.4211,251.50519,44.01131,44.01131,627.375,211.17647,585.0698,250.66278,-1.2935181,-1.2935181,-1.2935181,14.455414,-5.566162,-5.566162,7.159912,-8.442352,0,0.788010754,2471,0.058009792,142,8,0.15242411,0.15541922,0.615661475,0.386302056,13,66.13449722,0.781817157,Lagopus muta,0.225949261,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.137499999999996,46.99583333333332]}"
183_0_0,0.399705464,154,-0.68582153,8.315826,-10.293549,1794.4292,278.2319,47.582157,47.582157,696.85693,234.8378,650.7062,280.96024,-0.68582153,-0.68582153,-0.68582153,14.9296875,-5.2737427,-5.2737427,7.6440735,-7.8509216,0,0.438371147,2065,0.18014964,333,9,0.08817636,0.090452276,-0.898794046,0.31236792,14,50.21822877,0.329352884,Lagopus muta,0.095268584,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.387499999999996,47.31249999999999]}"
184_0_0,0.399705464,154,-0.68582153,8.315826,-10.293549,1794.4292,278.2319,47.582157,47.582157,696.85693,234.8378,650.7062,280.96024,-0.68582153,-0.68582153,-0.68582153,14.9296875,-5.2737427,-5.2737427,7.6440735,-7.8509216,0,0.438371147,2065,0.18014964,333,9,0.08817636,0.090452276,-0.898794046,0.979129142,14,50.21822877,0.329352884,Lagopus muta,0.095268584,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.387499999999996,47.31249999999999]}"
185_0_0,0.399705464,154,-0.68582153,8.315826,-10.293549,1794.4292,278.2319,47.582157,47.582157,696.85693,234.8378,650.7062,280.96024,-0.68582153,-0.68582153,-0.68582153,14.9296875,-5.2737427,-5.2737427,7.6440735,-7.8509216,0,0.438371147,2065,0.18014964,333,9,0.08817636,0.090452276,-0.898794046,0.141698244,14,50.21822877,0.329352884,Lagopus muta,0.095268584,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.387499999999996,47.31249999999999]}"
186_0_0,0.399705464,154,-0.68582153,8.315826,-10.293549,1794.4292,278.2319,47.582157,47.582157,696.85693,234.8378,650.7062,280.96024,-0.68582153,-0.68582153,-0.68582153,14.9296875,-5.2737427,-5.2737427,7.6440735,-7.8509216,0,0.438371147,2065,0.18014964,333,9,0.08817636,0.090452276,-0.898794046,0.973078293,14,50.21822877,0.329352884,Lagopus muta,0.095268584,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.387499999999996,47.31249999999999]}"
187_0_0,0.537710119,300,-0.10595703,8.890228,-9.663239,1759.3036,266.25916,48.71993,48.71993,630.223,254.65918,571.24695,344.69,-0.10595703,-0.10595703,-0.10595703,15.537384,-4.628357,-4.628357,7.1536865,-5.5190125,0,-0.866025404,2175,0.042023145,333,9,0.300119,0.3392982,0.5,0.315747473,20,61.67474435,0.807922113,Lagopus muta,0.255494814,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.145833333333329,47.11249999999999]}"
188_0_0,0.400522132,335,-0.52697754,8.396057,-9.970581,1949.9072,298.7821,50.547745,50.547745,735.0584,267.22827,674.11,351.88458,-0.52697754,-0.52697754,-0.52697754,14.993469,-5.0769043,-5.0769043,7.429474,-6.418915,0,-0.422618262,2082,0.033290274,321,9,0.105528906,0.115691304,0.906307787,0.848186349,21,62.04574859,0.788747444,Lagopus muta,0.249662666,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.345833333333328,47.23749999999999]}"
189_0_0,0.62700787,323,1.6789551,9.815826,-7.014435,1757.3544,272.15274,49.163425,49.163425,682.13336,223.80794,662.6594,272.05826,1.6789551,1.6789551,1.6789551,15.399658,-1.9179688,-1.9179688,10.779816,-6.1240845,1,-0.601815023,1614,0.11502292,322,9,0.21858759,0.28849903,0.79863551,0.079314796,21,19.18541484,0.03718736,Lagopus muta,0.007023408,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.804166666666667,47.779166666666654]}"
190_0_0,0.655530723,44,-0.8624573,8.11972,-10.281342,1631.654,252.87624,45.008423,45.008423,633.74896,216.84747,592.8283,257.1012,-0.8624573,-0.8624573,-0.8624573,14.861969,-5.2242126,-5.2242126,7.478363,-7.9122314,0,0.69465837,2088,0.116311595,321,9,0.11058451,0.16304997,0.7193398,0.24678909,11,59.53175565,0.564831638,Lagopus muta,0.169362018,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.412499999999996,47.10416666666666]}"
191_0_0,0.183506778,100,-2.7693481,6.1843567,-12.045929,1676.4216,237.92892,50.670555,50.670555,626.65643,233.24956,630.9234,272.20712,-2.7693481,-2.7693481,-2.7693481,12.808197,-6.804199,-6.804199,6.9140625,-10.652679,0,0.984807753,2484,0.018074397,332,9,0.012240194,-0.0190598,-0.173648178,0.07593735,21,61.70324902,0.663331581,Lagopus muta,0.199535068,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.695833333333331,47.16249999999999]}"
192_0_0,0.625728663,313,1.019165,9.89032,-8.43985,1802.4458,278.047,48.394444,48.394444,695.02454,240.66861,648.1776,290.4206,1.019165,1.019165,1.019165,16.49002,-3.4890747,-3.4890747,9.005615,-5.7722473,4,-0.731353702,1816,0.06271949,322,9,0.07221376,0.13206488,0.68199836,0.936876652,11,53.39722604,0.430212686,Lagopus muta,0.127143942,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.479166666666663,47.35416666666666]}"
193_0_0,0.451265532,134,-2.0519714,7.0601196,-11.680206,1639.4049,254.08229,44.88995,44.88995,637.94037,217.96274,597.60333,259.73248,-2.0519714,-2.0519714,-2.0519714,13.798035,-6.5906982,-6.5906982,6.604828,-9.1128235,0,0.7193398,2582,0.015038651,333,9,0.15243347,0.15829012,-0.69465837,0.537148796,19,68.95279881,0.844223642,Lagopus muta,0.248414034,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.09583333333333,47.11249999999999]}"
194_0_0,0.752723009,321,3.846466,12.542297,-5.167206,1647.309,263.28766,44.393665,44.393665,650.56055,219.44446,589.71246,260.1854,3.846466,3.846466,3.846466,18.939392,-0.15158081,-0.15158081,11.011536,-2.9605713,10,-0.629320391,1433,0.26727712,312,9,0.19513798,0.47939962,0.777145961,0.25674858,10,65.03997594,0.740213724,Lagopus muta,0.216368778,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.22083333333333,47.029166666666654]}"
198_0_0,0.563414103,58,1.1524658,9.210663,-7.463806,1818.4998,281.06378,50.878445,50.878445,706.8438,230.1504,689.1939,279.2258,1.1524658,1.1524658,1.1524658,14.737946,-2.4315796,-2.4315796,10.47934,-6.7853394,0,0.848048096,1965,0.17518787,321,10,0.15276685,0.1840438,0.529919264,0.555259749,7,19.18541484,0.03718736,Lagopus muta,0.007023408,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.8125,47.77083333333332]}"
200_0_0,0.619581608,62,-0.13497925,8.777527,-9.72522,1302.1709,189.50943,36.833485,36.833485,508.30438,154.64307,548.3561,169.82198,-0.13497925,-0.13497925,-0.13497925,15.643707,-4.560791,-4.560791,10.655426,-9.76297,0,0.882947593,2065,0.12896854,333,10,0.14367953,0.25476712,0.469471563,0.708349872,10,31.76022563,0.083030857,Lagopus muta,0.01821629,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.554166666666667,47.08749999999999]}"
201_0_0,0.470468449,3,1.7618103,10.783905,-7.839081,2012.144,299.744,55.65658,55.65658,740.01825,286.46277,684.282,365.73306,1.7618103,1.7618103,1.7618103,17.556335,-2.7571106,-2.7571106,9.890564,-5.2552795,0,0.052335956,1916,0.07714674,322,10,0.06697036,0.13771455,0.998629535,0.446719642,18,50.06872097,0.373929255,Lagopus muta,0.111138874,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.279166666666665,47.54583333333332]}"
202_0_0,0.499598883,190,3.7183838,12.617554,-5.738678,1820.9777,276.57507,50.36759,50.36759,679.0881,252.50046,633.224,319.99567,3.7183838,3.7183838,3.7183838,19.196503,-0.5877075,-0.5877075,11.215515,-3.7165527,4,-0.173648178,1573,0.3108389,333,10,0.20422003,0.2936288,-0.984807753,0.9014414,16,31.60666329,0.105234406,Lagopus muta,0.025407854,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.304166666666667,47.77083333333332]}"
203_0_0,0.733808883,302,0.85720825,9.772217,-8.478638,1525.0626,225.27432,44.090435,44.090435,578.69257,206.19086,558.78485,245.26363,0.85720825,0.85720825,0.85720825,16.55716,-3.3788757,-3.3788757,9.463409,-7.046234,1,-0.848048096,1873,0.013328232,321,10,0.2220149,0.26875594,0.529919264,0.930619171,5,52.3610026,0.396598597,Lagopus muta,0.11742824,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.229166666666666,47.35416666666666]}"
204_0_0,0.815926319,151,5.359741,14.268524,-4.006958,1593.516,243.28378,44.697884,44.697884,594.3748,229.00404,547.62573,296.6153,5.359741,5.359741,5.359741,20.843842,1.2850647,1.2850647,12.216736,-0.75756836,8,0.48480962,1034,0.18002965,313,10,0.274432,0.4853192,-0.874619707,0.292095894,15,47.87432647,0.317523697,Lagopus muta,0.090866081,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.170833333333333,47.570833333333326]}"
205_0_0,0.685748187,3,3.1723022,11.924255,-5.948822,1570.2819,244.41286,43.504864,43.504864,603.95197,214.7574,548.0424,256.53195,3.1723022,3.1723022,3.1723022,18.49701,-0.9567871,-0.9567871,10.309631,-3.326233,13,0.052335956,1400,0.25499386,312,10,0.055261154,0.55315673,0.998629535,0.588763917,16,60.32185739,0.582785158,Lagopus muta,0.173354117,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.454166666666664,47.07916666666666]}"
206_0_0,0.586975808,7,-0.4170227,8.499176,-9.737366,1512.3524,220.64198,44.315964,44.315964,574.54333,202.22643,569.01184,235.22954,-0.4170227,-0.4170227,-0.4170227,15.3316345,-4.6807556,-4.6807556,8.807617,-8.786133,0,0.121869343,2153,0.005769931,321,10,0.16896118,0.1747945,0.992546152,0.716445362,6,52.16898584,0.383940969,Lagopus muta,0.112740979,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.195833333333333,47.31249999999999]}"
208_0_0,0.720885184,202,4.031494,12.97168,-5.539856,1308.9703,204.34451,36.151176,36.151176,512.16626,166.24986,490.48322,198.81984,4.031494,4.031494,4.031494,19.657562,-0.21417236,-0.21417236,11.9021,-3.5578308,4,-0.374606593,1433,0.10016883,312,11,0.24899057,0.49636704,-0.927183855,0.648827178,12,34.09813429,0.112747436,Lagopus muta,0.027556965,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.8125,47.345833333333324]}"
209_0_0,0.438440595,208,0.555542,9.552856,-9.170715,1830.9742,288.28363,47.73903,47.73903,715.201,236.64168,666.296,287.08316,0.555542,0.555542,0.555542,16.024261,-4.0925903,-4.0925903,8.864624,-6.666382,0,-0.469471563,1809,0.11104718,322,11,0.111187115,0.16867147,-0.882947593,0.438098052,20,50.85436082,0.356839745,Lagopus muta,0.103864554,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.287499999999996,47.404166666666654]}"
210_0_0,0.427622581,193,-2.1766968,6.9164734,-11.793854,1750.3486,267.26178,46.09588,46.09588,658.4146,241.47192,608.44366,315.1633,-2.1766968,-2.1766968,-2.1766968,13.693024,-6.874878,-6.874878,6.1020203,-8.151642,0,-0.224951054,2316,0.04407611,332,11,0.084925674,0.073571354,-0.974370065,0.735690155,17,61.62662259,0.735063392,Lagopus muta,0.230264496,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.512499999999996,47.17083333333333]}"
211_0_0,0.67588571,195,0.8998108,10.109283,-9.207581,1599.7948,247.12329,38.79608,38.79608,586.3003,186.17967,544.9102,232.2065,0.8998108,0.8998108,0.8998108,16.67334,-3.5715332,-3.5715332,7.453827,-8.296539,0,-0.258819045,1995,0.09492242,321,12,0.2075571,0.20679542,-0.965925826,0.421277537,8,44.40824031,0.219055482,Lagopus muta,0.061240563,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.079166666666666,46.695833333333326]}"
212_0_0,0.573865399,58,1.4396973,10.204712,-7.8245544,1979.4905,302.09055,52.516212,52.516212,733.94293,277.20496,667.138,368.65448,1.4396973,1.4396973,1.4396973,16.674011,-2.9305725,-2.9305725,8.716766,-4.0859985,0,0.848048096,1741,0.064234674,321,12,0.24040012,0.18817319,0.529919264,0.446821259,13,55.87241198,0.56163521,Lagopus muta,0.173572336,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.162499999999994,47.254166666666656]}"
213_0_0,0.729875098,151,1.37146,10.251495,-7.9312134,1489.8328,223.3541,41.595116,41.595116,544.0318,218.31161,498.55927,282.8646,1.37146,1.37146,1.37146,16.894714,-3.0031433,-3.0031433,8.786499,-4.05838,5,0.48480962,1786,0.14149518,142,12,0.2722063,0.41379312,-0.874619707,0.281342549,16,62.17005558,0.713011304,Lagopus muta,0.220774615,2024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.59583333333333,47.06249999999999]}"
214_0_0,0.718246303,234,0.79959106,9.72467,-8.510864,1644.4637,242.3033,47.31574,47.31574,621.06445,225.7948,592.3633,272.93445,0.79959106,0.79959106,0.79959106,16.505066,-3.4555664,-3.4555664,9.332153,-6.9900208,0,-0.809016994,1702,0.03579202,321,2,0.3302256,0.31795782,-0.587785252,0.74965467,10,52.3610026,0.396598597,Lagopus muta,0.11742824,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.204166666666666,47.41249999999999]}"
215_0_0,0.737125764,188,4.375885,13.047089,-4.965088,1679.5062,260.0361,45.67443,45.67443,646.92535,229.9599,603.0029,279.22,4.375885,4.375885,4.375885,19.477173,-0.09075928,-0.09075928,12.0494995,-2.0378418,10,-0.139173101,1457,0.11187927,321,2,0.2498308,0.40480646,-0.990268069,0.596716074,11,49.97679028,0.341832778,Lagopus muta,0.099505714,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.087499999999997,47.37083333333332]}"
216_0_0,0.424365744,77,-1.7302856,7.380066,-11.4826355,1711.1886,265.2327,44.799896,44.799896,662.71716,224.07677,616.876,270.8069,-1.7302856,-1.7302856,-1.7302856,14.066498,-6.4905396,-6.4905396,6.886078,-8.871246,0,0.974370065,2496,0.010225347,332,2,0.18747035,0.18280235,0.224951054,0.264947394,1,60.03179806,0.591726739,Lagopus muta,0.177798958,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.029166666666663,47.22916666666666]}"
217_0_0,0.541983884,298,0.21688843,9.216248,-9.439819,1733.0271,259.72375,49.66337,49.66337,611.13074,255.30432,548.3201,340.22086,0.21688843,0.21688843,0.21688843,15.816864,-4.2720337,-4.2720337,7.0401917,-5.11792,0,-0.882947593,1999,0.05206558,321,2,0.22388232,0.19959633,0.469471563,0.871244481,15,62.21051846,0.792119212,Lagopus muta,0.246883578,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.962499999999995,46.97916666666666]}"
218_0_0,0.723137911,354,6.7398987,15.64267,-2.598297,1456.2194,219.96916,42.385685,42.385685,521.2883,224.61584,456.49493,295.39578,6.7398987,6.7398987,6.7398987,22.335358,2.6759949,2.6759949,12.511353,1.3782043,10,-0.104528463,1096,0.33396524,231,3,0.2891362,0.4830987,0.994521895,0.605748161,16,54.26943863,0.480219488,Lagopus muta,0.14576025,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.770833333333332,47.404166666666654]}"
219_0_0,0.535272799,226,1.4829102,9.7435,-7.322418,1732.4176,266.28574,48.72798,48.72798,671.5469,221.29549,653.85626,268.06265,1.4829102,1.4829102,1.4829102,15.433289,-2.1599731,-2.1599731,10.614929,-6.329529,4,-0.7193398,1617,0.35140893,332,3,0.18891102,0.18594687,-0.69465837,0.198530837,24,27.83476378,0.073792756,Lagopus muta,0.016396231,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.6875,47.687499999999986]}"
220_0_0,0.591888355,92,-0.8708191,8.010803,-10.2109375,1443.2605,209.86365,42.725456,42.725456,554.04315,188.05055,561.961,211.16437,-0.8708191,-0.8708191,-0.8708191,14.854889,-5.1460266,-5.1460266,8.846527,-9.631134,0,0.999390827,2114,0.07691665,321,3,0.23754136,0.2786155,-0.034899497,0.682899786,1,50.39941351,0.329398751,Lagopus muta,0.094783318,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.337499999999999,47.27083333333332]}"
221_0_0,0.728253464,347,0.81417847,9.841187,-8.543671,1482.0494,216.51071,43.767696,43.767696,544.23,205.12561,515.64496,248.7458,0.81417847,0.81417847,0.81417847,16.38095,-3.0782776,-3.0782776,9.017029,-6.6727295,8,-0.224951054,1913,0.07988795,322,3,0.30314133,0.25950858,0.974370065,0.178848895,21,60.33192237,0.597305625,Lagopus muta,0.177413799,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.104166666666664,47.070833333333326]}"
222_0_0,0.650970816,233,0.7666321,9.725555,-8.568268,1481.9265,210.87007,45.69896,45.69896,533.2685,214.84071,515.73486,254.71553,0.7666321,0.7666321,0.7666321,16.471497,-3.3039856,-3.3039856,9.107574,-6.6312256,0,-0.79863551,2030,0.042230107,321,3,0.2965724,0.27602777,-0.601815023,0.091965803,9,58.54209672,0.55501675,Lagopus muta,0.166406114,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.304166666666665,47.17916666666666]}"
223_0_0,0.42867047,351,0.7649231,9.74353,-8.582764,1961.6644,286.80234,55.795406,55.795406,714.2455,284.4358,658.36255,359.9209,0.7649231,0.7649231,0.7649231,16.524384,-3.5964355,-3.5964355,8.549408,-6.4500427,1,-0.156434465,1983,0.024153288,333,3,0.095688745,0.16053766,0.987688341,0.19262086,14,52.09235462,0.464279377,Lagopus muta,0.141478356,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.695833333333333,47.52083333333332]}"
227_0_0,0.784638258,224,5.365967,13.965851,-3.8700867,1713.7238,266.80676,47.04681,47.04681,663.7826,234.21475,618.08673,281.39648,5.365967,5.365967,5.365967,20.375214,1.0283508,1.0283508,12.850708,-1.0675964,12,-0.69465837,1235,0.25383356,313,3,0.23573737,0.4842033,-0.7193398,0.832178086,15,50.85436082,0.356839745,Lagopus muta,0.103864554,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.279166666666663,47.38749999999999]}"
228_0_0,0.604312665,275,-0.5977478,8.293915,-9.928925,1680.587,253.05402,46.91792,46.91792,642.2431,229.79958,604.1909,270.94293,-0.5977478,-0.5977478,-0.5977478,15.078033,-4.9792175,-4.9792175,7.562744,-7.566223,0,-0.996194698,2172,0.04760144,321,3,0.24477398,0.3060211,0.087155743,0.533490406,14,57.80089213,0.526155666,Lagopus muta,0.156123241,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.72083333333333,47.21249999999999]}"
