system:index,NDVI,aspect,b1,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b2,b3,b4,b5,b6,b7,b8,b9,chm,ghmi,elevation,landcover,nari,ncri,random,slope,snow_cover,snow_depth,swe,.geo
1866_0,0.6943907163840459,256,5.001892,13.854858,-4.4751587,1220.7551,191.73724,33.386383,33.386383,473.7792,152.1395,452.0288,184.50609,5.001892,5.001892,5.001892,20.018555,1.0264282,1.0264282,13.056213,-3.0093079,5,0.44812706,1196,312,0.26252735,0.4776138,0.41958372690039913,7,20.351831577925502,0.03720867889306886,0.007085437378924675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.537500000000001,47.39583333333332]}"
1867_0,0.7158266479977362,349,7.71402,16.6156,-1.7727966,956.7697,164.4448,24.654028,24.654028,375.56924,130.27487,342.9107,167.39821,7.71402,7.71402,7.71402,22.876465,4.031311,4.031311,14.868744,2.1173706,4,0.28884757,654,242,0.25322908,0.5207793,0.5446771563208468,1,11.106920568463577,0.015150189345360237,0.00254439209565364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.529166666666667,48.61249999999998]}"
1868_0,0.7404011447504715,122,2.082489,11.139069,-7.582611,1188.4905,174.1247,33.384262,33.384262,440.9824,149.42996,444.0468,179.33112,2.082489,2.082489,2.082489,18.005768,-2.185608,-2.185608,10.786499,-6.8900757,6,0.08695236,1898,312,0.22710621,0.4171379,0.263334239349019,13,48.223372529426015,0.240686530562443,0.0667354426207849,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.837499999999999,46.945833333333326]}"
1869_0,0.6907086656367957,4,5.5871887,14.697266,-4.3826294,1064.276,163.06934,25.94722,25.94722,396.83795,127.531876,377.58444,160.01631,5.5871887,5.5871887,5.5871887,21.417328,1.2117615,1.2117615,12.54538,-3.0691223,9,0.14059213,1100,312,0.10598419,0.3834394,0.6039588278765806,9,17.044791176826834,0.02904059970645235,0.005282088387137508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.179166666666667,46.787499999999994]}"
1870_0,0.49451682496468047,6,10.339661,19.777222,0.41879272,639.9098,114.57141,15.781146,15.781146,243.68033,89.72393,203.3107,119.27485,10.339661,10.339661,10.339661,26.545013,6.2727356,6.2727356,16.016693,4.369873,0,0.80742687,182,211,0.20108941,0.15830272,0.23716717613073335,0,4.111420749259006,0.005043235044744642,8.131683660977734E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.8625,48.32083333333332]}"
1871_0,0.839950623069683,61,6.1933594,15.0616455,-3.2382812,1189.431,190.85805,32.776093,32.776093,461.0521,154.31976,433.19525,189.88203,6.1933594,6.1933594,6.1933594,21.114166,2.4444885,2.4444885,13.625275,-1.136383,5,0.17511125,860,312,0.2570525,0.6255329,0.22653871904539835,11,30.83955240662762,0.08982738489654583,0.020832219354322497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.645833333333334,47.629166666666656]}"
1872_0,0.7293209115404532,6,2.0049438,10.728119,-7.2347717,1804.049,276.63983,47.266384,47.266384,690.9522,248.40857,639.4267,319.04327,2.0049438,2.0049438,2.0049438,17.21585,-2.433014,-2.433014,9.748718,-3.8169556,2,0.07060778,1887,322,0.10860079,0.28815758,0.7993666731255157,20,57.78534984806059,0.5852399235493616,0.17994434959639494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.579166666666662,47.29583333333332]}"
1873_0,0.20414942323026028,189,-4.616028,4.4396973,-13.98642,1585.879,220.0957,49.27719,49.27719,587.70844,219.44148,610.3453,255.02557,-4.616028,-4.616028,-4.616028,11.08609,-8.581909,-8.581909,5.697296,-12.664703,0,0.035964917,2767,332,0.023239797,-0.019173829,0.41910280968916647,11,66.26629151615225,0.8193641032902986,0.23935137836562406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.579166666666664,47.05416666666666]}"
1874_0,0.5829760380738945,61,9.738556,19.161377,-0.43997192,759.6065,130.11613,17.328875,17.328875,295.41483,89.05425,258.72913,114.044235,9.738556,9.738556,9.738556,25.695953,5.4379272,5.4379272,15.704834,1.9082031,4,0.45016304,370,313,0.24287222,0.37256965,0.6880929993799547,1,5.550643649538304,0.005645960691689466,8.870713851031135E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.845833333333335,47.16249999999999]}"
1876_0,0.6985070298641616,218,9.334564,18.252838,-0.11154175,976.39655,156.34624,27.512802,27.512802,345.77008,147.07416,303.68713,207.70578,9.334564,9.334564,9.334564,24.761047,5.6099854,5.6099854,13.227081,5.50766,3,0.45840865,436,211,0.25574473,0.52978086,0.5782414266606309,1,5.085441982479765,0.007270670350262198,0.0012018626213508602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.495833333333332,48.44583333333332]}"
1877_0,0.5916609370007916,53,0.4028015,9.313538,-8.930115,1527.76,224.69514,44.394085,44.394085,580.2443,205.6914,564.525,242.46524,0.4028015,0.4028015,0.4028015,16.113464,-3.8487244,-3.8487244,9.238922,-7.6769714,0,0.005525082,1922,321,0.25626904,0.2237965,0.28717683089652923,8,52.16898583561331,0.38394096851131443,0.11274097865974854,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.2375,47.345833333333324]}"
1878_0,0.5082278927126079,281,-1.3528748,7.684601,-10.74408,1536.824,219.52336,46.267197,46.267197,567.95557,209.94781,566.6286,246.8784,-1.3528748,-1.3528748,-1.3528748,14.323975,-5.3340454,-5.3340454,8.10022,-9.427063,0,0.029148467,2226,333,0.18490566,0.14513877,0.5713136611570218,5,62.38401160564153,0.6571300974514079,0.19575823049158253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.029166666666665,47.07916666666666]}"
1879_0,0.6135664581410663,40,7.1956177,16.03592,-2.2265015,1102.3705,184.39737,27.92656,27.92656,440.58456,127.54091,413.90955,158.34126,7.1956177,7.1956177,7.1956177,22.035034,3.4042358,3.4042358,14.865845,-0.68188477,3,0.59848547,834,242,0.26904592,0.46721587,0.14509175209814507,5,15.139865302952577,0.022857986081423847,0.003988494733887832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.020833333333336,47.57916666666666]}"
1880_0,0.6854567235157788,316,7.135254,15.566406,-1.9099731,1662.8927,258.8765,44.688828,44.688828,639.9331,233.34274,596.5511,297.4099,7.135254,7.135254,7.135254,21.708374,2.9282532,2.9282532,14.065002,1.513977,5,0.37756065,827,311,0.20517917,0.4987234,0.6822239956432536,2,45.78938278845332,0.28078754666837663,0.08025932556627224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.687499999999996,47.529166666666654]}"
1881_0,0.7498104323558606,87,5.6694946,14.340851,-3.29187,1591.4618,240.53105,46.42318,46.42318,586.5469,237.28651,523.4481,296.15717,5.6694946,5.6694946,5.6694946,20.72409,1.8127747,1.8127747,11.808563,-0.14505005,4,0.2605077,1108,313,0.24282077,0.5178407,0.3891758300280522,19,54.3653794343864,0.43754803770163586,0.1298729188356343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.554166666666664,47.254166666666656]}"
1882_0,0.6786407523568214,148,8.065399,17.117218,-1.5198975,852.0249,152.04485,21.460632,21.460632,349.61328,109.76476,317.04718,134.91751,8.065399,8.065399,8.065399,23.361053,4.45343,4.45343,15.350281,1.5604248,6,0.37953,585,312,0.29302981,0.4257403,0.9443218043278548,3,9.707820003455597,0.012302939662420201,0.0020472358146107366,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.2125,48.64583333333332]}"
1883_0,0.5532819363224384,318,8.559509,17.691528,-1.0750122,682.3203,118.73999,17.915295,17.915295,267.22415,95.20032,234.81699,120.056725,8.559509,8.559509,8.559509,24.03775,4.9280396,4.9280396,15.059723,3.085205,1,0.70170486,477,211,0.23377173,0.30747923,0.5569083117473603,0,8.429381684087152,0.010463368441489969,0.0017186806618324764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.279166666666667,48.89583333333332]}"
1884_0,0.47198185006866394,337,10.804047,20.453094,0.60409546,655.2147,114.29778,15.655989,15.655989,250.27951,89.92884,203.6796,122.23675,10.804047,10.804047,10.804047,27.174225,6.864868,6.864868,16.039276,4.980835,0,0.6034263,182,211,0.20853254,0.19557375,0.3860380471337187,0,3.147782784534599,0.004054983185134519,6.916424046354211E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.587500000000002,47.98749999999999]}"
1885_0,0.7512281729233306,105,5.936371,14.888336,-3.5991516,1188.4778,186.95284,33.79592,33.79592,456.21173,158.8215,428.20648,194.91353,5.936371,5.936371,5.936371,21.190094,2.0247498,2.0247498,13.277313,-1.2824707,11,0.16188687,940,312,0.113104366,0.26782486,0.841482174892802,7,26.796368572410795,0.06803134930389307,0.015098879014418323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.354166666666668,47.51249999999999]}"
1886_0,0.8043886256280671,128,5.8460693,14.219299,-2.9299622,1871.8369,281.46033,51.761387,51.761387,684.94434,273.35626,627.22906,365.97824,5.8460693,5.8460693,5.8460693,20.420319,1.8569946,1.8569946,11.907379,0.8812256,5,0.20420006,1080,312,0.32627866,0.47412586,0.9161571875867783,6,49.324254597369475,0.3384630139755757,0.09944686485217469,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.19583333333333,47.379166666666656]}"
1887_0,0.652638226510821,352,2.25354,11.412476,-7.2585754,1365.7079,211.23094,36.52308,36.52308,510.25027,179.82947,446.79114,228.3154,2.25354,2.25354,2.25354,17.78238,-1.6325073,-1.6325073,8.85495,-4.38031,10,0.096179955,1898,312,0.0961905,0.33461297,0.8716394036830845,24,60.72127801883835,0.5641505375769493,0.159577444270491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.379166666666665,46.90416666666666]}"
1888_0,0.7606177221786967,141,6.989441,15.819305,-2.366455,1622.5988,243.93013,47.390762,47.390762,583.10376,248.16008,519.4844,318.44122,6.989441,6.989441,6.989441,22.448486,2.8482666,2.8482666,13.14035,1.6070557,4,0.2982125,1008,231,0.29223377,0.5059124,0.26190807723724874,18,50.421769016472865,0.3617612992689809,0.10618676896841081,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.162499999999998,47.38749999999999]}"
1889_0,0.6834982741740475,162,0.7534485,10.09613,-9.245697,1338.4072,209.00288,33.084366,33.084366,505.04865,157.06279,463.86618,195.68188,0.7534485,0.7534485,0.7534485,16.901184,-3.6254272,-3.6254272,8.156555,-7.0283203,3,0.15182453,1967,321,0.22278275,0.3175546,0.3328586768690066,20,57.43609994870041,0.44015726975746694,0.12347806674184943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.37083333333333,46.76249999999999]}"
1890_0,0.7214505133676039,79,9.1041565,18.353302,-0.6338501,783.2017,134.04088,20.389385,20.389385,299.8598,108.04922,262.31628,141.51843,9.1041565,9.1041565,9.1041565,24.978394,5.1142273,5.1142273,15.014465,2.756073,7,0.22347414,407,313,0.26913577,0.47869506,0.21158186103954357,1,4.639406857401391,0.0057189356938269495,9.132177385085803E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.670833333333334,48.34583333333332]}"
1891_0,0.5010370745723591,352,4.09317,12.884399,-5.228882,1492.2336,228.67226,43.548687,43.548687,564.2354,205.94452,529.6899,257.89795,4.09317,4.09317,4.09317,19.169739,0.22909546,0.22909546,11.635071,-2.8156433,1,0.09307555,1281,312,0.18149465,0.36153847,0.2786144685762395,11,41.5579889091356,0.19601720139363885,0.05236541790012024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.2375,47.61249999999999]}"
1892_0,0.704017051986084,86,2.215149,11.208557,-7.51593,1119.6663,164.30261,31.246506,31.246506,429.95013,134.53299,449.34116,153.8584,2.215149,2.215149,2.215149,18.01941,-2.1756897,-2.1756897,11.431885,-6.9795227,1,0.22294089,1748,312,0.21374607,0.37829834,0.3831372461461603,9,30.762760438932112,0.07770312544530894,0.017408041393055636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.345833333333333,47.029166666666654]}"
1893_0,0.7450011301165981,182,6.2130737,14.792114,-2.980835,1766.7792,271.54742,48.919807,48.919807,672.6675,248.76895,629.7655,307.28293,6.2130737,6.2130737,6.2130737,21.335876,1.8633423,1.8633423,13.485962,0.22540283,7,0.33559,1015,231,0.2710214,0.48654017,0.8733042610424958,7,45.181337258286305,0.2224359334031578,0.06042608245018134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.804166666666664,47.51249999999999]}"
1894_0,0.7879145879494873,1,2.4944763,11.125763,-6.5693665,1854.2079,281.16382,49.268448,49.268448,701.13666,260.40027,646.92914,340.07834,2.4944763,2.4944763,2.4944763,17.592316,-1.7986145,-1.7986145,9.903473,-2.9812012,2,0.10670519,1830,312,0.11257032,0.39234543,0.9518988633942382,22,58.39911960196506,0.6387700099571079,0.19980500003164128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.44583333333333,47.279166666666654]}"
1895_0,0.5172633958162628,17,9.121002,17.905334,-0.3135376,1637.1859,252.85301,45.902332,45.902332,595.5695,242.5623,550.9762,328.19363,9.121002,9.121002,9.121002,24.310577,5.129303,5.129303,15.388367,4.305847,1,0.9442395,426,112,0.18071124,0.37539586,0.4019506981159555,0,23.610930464118788,0.056808061160510716,0.012336085280815434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.004166666666665,47.82083333333332]}"
1896_0,0.7165257627714128,206,7.3111877,16.17987,-2.1016235,1598.726,241.3624,46.697483,46.697483,569.30054,247.74829,503.84637,324.16977,7.3111877,7.3111877,7.3111877,22.86023,3.1554565,3.1554565,13.342499,2.1227112,6,0.63339037,776,231,0.26418152,0.46042004,0.416638456125635,3,48.35474879677525,0.29921203696776677,0.08479342974868476,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.312499999999998,47.42083333333332]}"
1897_0,0.6020909361869844,13,10.123718,19.42096,0.3128662,719.3518,125.31198,18.738146,18.738146,268.5035,103.40921,223.67857,137.55998,10.123718,10.123718,10.123718,26.04187,6.1389465,6.1389465,15.4617,4.287842,3,0.6798537,254,211,0.24866301,0.2706859,0.04313125805782647,1,4.8993371353810415,0.006022914707307342,9.622035698427547E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.837500000000002,48.187499999999986]}"
1898_0,0.6797713159301385,237,7.108551,15.856506,-2.2337036,1804.364,273.12173,50.676556,50.676556,666.9712,264.68463,614.01917,339.0856,7.108551,7.108551,7.108551,22.45578,2.7461548,2.7461548,14.153107,1.4237976,1,0.5556028,1024,313,0.2917847,0.36057395,0.3460584098228384,19,49.002517220096614,0.32055018364540583,0.09303755402510644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.579166666666664,47.529166666666654]}"
1899_0,0.5065502599094178,180,9.941132,19.421692,-0.26113892,776.96967,132.89078,18.81035,18.81035,302.08173,93.86462,265.54785,118.430084,9.941132,9.941132,9.941132,25.963562,5.768921,5.768921,16.186249,1.9885864,0,0.69845843,296,211,0.23477696,0.32824427,0.5393043254639428,0,3.6370452727784426,0.0036581015945622436,5.77201106153663E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.304166666666667,47.16249999999999]}"
1900_0,0.5306506179997454,159,10.838043,20.625732,0.42147827,635.60236,113.20592,15.471382,15.471382,240.85846,88.53315,197.26427,121.0163,10.838043,10.838043,10.838043,27.552094,6.7762756,6.7762756,16.24588,4.826996,1,0.7693824,146,211,0.20985122,0.24760687,0.5772203647225685,0,2.771847301784086,0.0032293247513394893,5.409799641906209E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.8125,48.24583333333332]}"
1901_0,0.5866055689277831,37,10.76062,20.44571,0.5348511,646.5006,113.46897,15.819067,15.819067,246.338,89.53052,203.95326,118.41851,10.76062,10.76062,10.76062,27.306824,6.708374,6.708374,16.211609,4.726776,2,0.91443694,155,512,0.18114477,0.4021182,0.9312969177264444,0,2.9241303784413475,0.0038058884982045144,6.376070569651996E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.470833333333335,48.19583333333332]}"
1902_0,0.7571035876965415,82,6.5614624,15.548096,-3.0447388,1093.7522,175.0838,29.349493,29.349493,425.00967,136.07402,399.01654,166.36229,6.5614624,6.5614624,6.5614624,21.711975,2.6310425,2.6310425,13.943573,-1.2132568,9,0.3319893,931,312,0.25321886,0.47244328,0.4187525295731813,6,18.96049007584502,0.031824114547708615,0.005861282946581826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.629166666666666,47.42083333333332]}"
1903_0,0.7016009447429202,49,1.6951904,10.507507,-7.543274,1632.9706,253.28476,45.018604,45.018604,632.0233,220.50098,583.43054,261.7496,1.6951904,1.6951904,1.6951904,17.131409,-2.5681458,-2.5681458,9.3993225,-5.0335693,5,0.20246415,1761,231,0.21051508,0.36983085,0.37195622828220565,2,59.531755648298564,0.5648316375968992,0.16936201800291145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.404166666666663,47.129166666666656]}"
1904_0,0.782932802948889,15,6.9790955,15.993256,-2.6112976,1086.072,185.84398,27.596273,27.596273,441.15216,138.2448,410.82266,170.87807,6.9790955,6.9790955,6.9790955,22.162384,3.3945618,3.3945618,14.509857,0.28948975,11,0.15266854,840,312,0.3111931,0.56525284,0.3174903917627534,1,11.608937483968878,0.01574601270377337,0.002667302254721611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.1375,48.47083333333332]}"
1905_0,0.6750741568137683,108,8.172821,17.239685,-1.4163208,761.10345,129.63881,20.275145,20.275145,294.84647,106.8636,261.9758,135.39842,8.172821,8.172821,8.172821,23.535675,4.554199,4.554199,14.690796,2.8656006,4,0.6146772,556,211,0.2685489,0.42935982,0.4441556967928555,2,8.64399598865709,0.010791338473979709,0.0017810952864549935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.204166666666666,48.91249999999999]}"
1906_0,0.6384354026544488,87,1.2478638,10.365234,-8.706421,1203.167,169.66718,33.51495,33.51495,438.00952,148.556,474.1491,173.37012,1.2478638,1.2478638,1.2478638,17.450958,-3.296814,-3.296814,10.47522,-8.258575,5,0.12497905,1812,321,0.27099845,0.2702199,0.11057203852348019,5,31.98331082296654,0.09333129827148882,0.022103097739961122,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.870833333333334,46.787499999999994]}"
1907_0,0.7039301960874362,157,2.5917664,11.340729,-6.5503235,1716.0117,255.2936,48.92592,48.92592,641.9955,244.24016,600.72845,298.51215,2.5917664,2.5917664,2.5917664,17.88089,-1.5651245,-1.5651245,10.264465,-4.112854,3,0.10953579,1615,312,0.24527813,0.38173968,0.7127785418231024,16,55.908967275136796,0.48150554053380074,0.14267296960676742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.304166666666664,47.320833333333326]}"
1908_0,0.7438893341773464,322,7.3790894,16.50766,-2.4691467,1192.009,193.70073,25.302763,25.302763,443.2542,140.93698,362.6887,194.77159,7.3790894,7.3790894,7.3790894,23.007599,3.227417,3.227417,11.893494,0.044311523,11,0.35508537,825,313,0.2077987,0.45039454,0.23690504692613124,4,29.398739864768583,0.07437833759048677,0.016284685237082618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.845833333333331,46.720833333333324]}"
1909_0,0.7906175765718345,352,5.715973,14.593384,-3.7401428,1205.064,190.61867,33.201973,33.201973,469.022,151.64096,445.91107,184.24544,5.715973,5.715973,5.715973,20.646393,1.8948364,1.8948364,13.477844,-2.02536,8,0.21440074,1095,312,0.26184094,0.52731246,0.8162478306357227,4,24.846374873532262,0.055830274060932515,0.011783274243098657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.637500000000001,47.48749999999999]}"
1910_0,0.7305959704970085,253,5.9106445,14.91507,-3.7234497,1230.8961,192.18814,35.53552,35.53552,467.09363,170.58105,434.47928,210.65964,5.9106445,5.9106445,5.9106445,21.435303,1.787323,1.787323,12.918701,-0.9412842,14,0.1618638,1096,312,0.09533607,0.3313783,0.11443406618402696,14,33.280094868616054,0.11272544878234723,0.02805943066161678,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.095833333333333,47.504166666666656]}"
1911_0,0.8384019105662869,327,5.4477844,13.89151,-3.4092102,1871.369,283.12372,52.016743,52.016743,675.2711,274.2882,609.2403,372.9121,5.4477844,5.4477844,5.4477844,20.085938,1.4308167,1.4308167,10.746857,0.8604431,13,0.09199031,1183,312,0.34677422,0.52941173,0.17412743236054673,8,46.56638721304292,0.28476031469091995,0.08184780533108274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.054166666666662,47.39583333333332]}"
1912_0,0.6368320465327041,230,9.530945,18.927185,-0.6093445,783.7918,133.94872,17.914686,17.914686,306.36188,91.03695,271.23987,115.99643,9.530945,9.530945,9.530945,25.434662,5.2469482,5.2469482,15.7777405,1.6434631,8,0.3148275,373,311,0.26387897,0.48207393,0.6385078443108065,3,4.846019517000114,0.004903185383891929,7.664849646168651E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.879166666666666,47.17083333333333]}"
1913_0,0.7092855290553916,100,1.8919678,10.851044,-7.8211365,1200.7959,180.46997,31.87428,31.87428,472.9797,136.21564,499.98584,154.8714,1.8919678,1.8919678,1.8919678,17.62201,-2.512085,-2.512085,11.929413,-7.4397583,0,0.040108543,1748,321,0.17961572,0.2595602,0.8168658319359983,16,28.00750534816034,0.06328051524025308,0.012894490022828902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.595833333333333,47.029166666666654]}"
1914_0,0.7296807260287258,181,7.5648804,16.528442,-1.986145,969.5811,168.77345,24.662132,24.662132,389.90555,127.24249,358.11838,158.79051,7.5648804,7.5648804,7.5648804,22.694519,4.0123596,4.0123596,14.885376,1.6282959,4,0.25480247,705,242,0.22530863,0.4946578,0.6713978045389313,2,12.247765105769778,0.016907211421996124,0.002875918185281471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.9375,48.59583333333332]}"
1915_0,0.713849234053154,333,2.7197266,11.346252,-6.350586,1879.4359,285.41885,50.039295,50.039295,705.1074,264.71094,650.15796,348.97037,2.7197266,2.7197266,2.7197266,17.73941,-1.5496521,-1.5496521,9.869934,-2.7607727,2,0.0053373347,1602,321,0.0695469,0.29061702,0.5444583995940636,20,58.39911960196506,0.6387700099571079,0.19980500003164128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.387499999999996,47.32916666666666]}"
1916_0,0.7707064147600965,21,7.818939,16.76712,-1.6747131,1055.2993,174.69919,28.673853,28.673853,407.00937,141.59373,370.36783,177.03264,7.818939,7.818939,7.818939,22.892426,4.102722,4.102722,14.608307,0.99069214,12,0.12965259,697,312,0.29109862,0.5286157,0.9353937635439138,5,19.185414840900023,0.03718735972768468,0.0070234079421844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.8125,47.83749999999999]}"
1917_0,0.7651282630248593,26,6.59317,15.56189,-2.9714355,1079.775,175.04472,26.750317,26.750317,417.85535,133.32565,361.0659,172.22763,6.59317,6.59317,6.59317,22.07071,2.5263367,2.5263367,12.589478,-0.5928345,2,0.21177185,907,312,0.24321797,0.47142774,0.23979400691898334,5,40.05407742675558,0.14692122306771546,0.037750475709969956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.204166666666666,47.095833333333324]}"
1918_0,0.5732300381419669,87,10.545471,20.287262,0.16937256,654.4342,118.46965,16.016619,16.016619,253.52882,89.59662,212.86174,118.59774,10.545471,10.545471,10.545471,27.214691,6.438019,6.438019,16.567474,4.416107,1,0.83521473,184,211,0.21057692,0.31506845,0.6911173956276797,1,3.0899295832977085,0.0037009625797993616,6.192018058383731E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.7875,48.437499999999986]}"
1919_0,0.7162693577119955,347,10.501587,19.659912,0.78759766,1459.0424,253.46538,25.070799,25.070799,551.3148,163.61754,394.64398,249.96353,10.501587,10.501587,10.501587,25.48111,6.810791,6.810791,13.107208,4.6263123,6,0.33838177,534,211,0.24944156,0.5058452,0.2162908559790656,2,27.224845945373062,0.062349262924646605,0.012789507190549531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.820833333333333,46.55416666666666]}"
1920_0,0.7082634291109985,268,0.8357849,9.618256,-8.338104,1701.7958,253.31816,48.25051,48.25051,645.2054,236.56502,612.86176,282.89517,0.8357849,0.8357849,0.8357849,16.225006,-3.3705444,-3.3705444,9.100555,-6.2938843,3,0.09639257,1992,321,0.15342958,0.24631412,0.7628253028690192,22,57.140847877123235,0.5137893808958903,0.15229318667045208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.137499999999998,47.279166666666654]}"
1921_0,0.7212689445471117,251,5.923218,14.890381,-3.5295105,1188.0541,185.40477,32.394817,32.394817,440.77234,162.35165,379.23367,208.66501,5.923218,5.923218,5.923218,21.49945,1.8717346,1.8717346,12.045441,-0.9557495,4,0.25714976,1240,231,0.24944913,0.4183918,0.15547122025031335,16,48.83846574149282,0.2674297814601858,0.07471992906456498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.829166666666666,47.10416666666666]}"
1922_0,0.7208874364296869,270,4.3526306,12.917511,-4.769165,1394.0604,221.5629,37.25431,37.25431,551.26715,165.38916,534.94775,200.31961,4.3526306,4.3526306,4.3526306,18.706177,0.62164307,0.62164307,13.283386,-3.7909546,6,0.10284535,1421,312,0.24399881,0.49185947,0.24859416952143332,13,18.314862363913587,0.03185489652801528,0.006121066515705546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.887500000000001,47.52083333333332]}"
1923_0,0.7430687480213868,238,0.82281494,9.736938,-8.435242,1526.2019,236.84578,42.77162,42.77162,586.4154,207.22946,538.14453,247.73866,0.82281494,0.82281494,0.82281494,16.447083,-3.3420715,-3.3420715,8.468384,-5.9237366,7,0.16091606,1808,312,0.20448424,0.26838148,0.16040936444107012,13,59.935688817223834,0.5585821719676243,0.16474137885680332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.52083333333333,47.02083333333332]}"
1924_0,0.7383493244650228,177,8.887054,18.15207,-1.0779419,831.4101,138.6588,19.838427,19.838427,322.79727,97.10338,290.26984,121.38686,8.887054,8.887054,8.887054,24.515106,4.72641,4.72641,15.402435,0.9798584,6,0.39199138,566,242,0.26231536,0.44745764,0.32569256673550395,6,8.63000705369357,0.00986620915626425,0.0015948549341079149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.787500000000001,47.254166666666656]}"
1925_0,0.7582728151272656,111,9.14917,18.587006,-0.7202759,654.4857,115.24367,17.034958,17.034958,260.81174,88.59744,228.56955,111.36086,9.14917,9.14917,9.14917,25.285309,5.2357483,5.2357483,16.091156,2.5525513,12,0.12669173,422,313,0.30704835,0.4963025,0.6023967307318567,2,4.778849784826721,0.005843232551014592,9.386070341048478E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.820833333333335,48.837499999999984]}"
1926_0,0.5837976380119283,0,10.259125,19.265045,0.73773193,836.1153,140.03217,22.990788,22.990788,300.78973,124.793434,261.18997,176.31589,10.259125,10.259125,10.259125,25.759186,6.522827,6.522827,14.708679,6.381836,1,0.6537385,258,211,0.21397848,0.35868186,0.8215601490126885,0,5.244755040006555,0.007199643574726402,0.0011739023080765793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.120833333333334,48.29583333333332]}"
1927_0,0.7376354950687378,166,9.603668,18.985779,-0.44976807,798.93195,136.47916,18.872734,18.872734,314.1093,92.897964,280.29572,116.78081,9.603668,9.603668,9.603668,25.418182,5.4890137,5.4890137,16.18283,1.5344543,7,0.3262991,333,312,0.2921599,0.55980206,0.39648841705830185,1,4.816046997014649,0.004926675430346557,7.790261297752147E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.15416666666667,47.279166666666654]}"
